Student ID,Full Name,Arabic Name,Gender,Date of Birth,Nationality,ID Type,National ID,Iqama Number,Passport Number,Religion,Birth Place,Division,Grade,Section,Academic Year,Roll No.,Enrollment Type,Study Mode,Fee Category,Admission Date,Active,Father Name,Mother Name,Guardian Phone,Guardian Email,Address
,Hamza Malik,حمزة مالك,Male,2016-09-25,Jordan,Iqama,,2389726488,,Muslim,Cairo,FRENCH,Grade 5,A,2024-25,734,New Student,Online Mode,New,2022-09-01,Yes,John Malik,Anika Malik,+966570234893,hamza.malik734@parent.com,"119 Al-Nuzha Street, Jeddah"
,Fatima Al-Shehri,فاطمة الشهري,Female,2015-06-19,Saudi Arabia,National ID,1853638819,,,Muslim,Riyadh,FRENCH,Grade 6,A,2024-25,735,Transfer,Seasonal Mode,Transfer,2025-09-01,Yes,Nawaf Al-Shehri,Aisha Al-Shehri,+966542883963,fatima.alshehri735@parent.com,"83 Al-Nuzha Street, Jeddah"
,Reem Al-Harbi,ريم الحربي,Female,2014-05-06,Saudi Arabia,National ID,1758500905,,,Non-Muslim,Buraidah,FRENCH,Grade 7,A,2024-25,736,New Student,Regular Mode,New,2022-09-01,Yes,Sultan Al-Harbi,Reema Al-Harbi,+966556727550,reem.alharbi736@parent.com,"262 Al-Nuzha Street, Jeddah"
,Abdullah Al-Otaibi,عبدالله العتيبي,Male,2013-05-06,Saudi Arabia,National ID,1090566435,,,Muslim,Abha,FRENCH,Grade 8,A,2024-25,737,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Faisal Al-Otaibi,Layla Al-Otaibi,+966571202010,abdullah.alotaibi737@parent.com,"37 Al-Nuzha Street, Jeddah"
,Riya Mahmood,ريا محمود,Female,2012-07-05,United Kingdom,Iqama,,2667958788,,Muslim,Jakarta,FRENCH,Grade 9,A,2024-25,738,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Tariq Mahmood,Khadija Mahmood,+966532585816,riya.mahmood738@parent.com,"217 Al-Nuzha Street, Jeddah"
,Yusuf Smith,يوسف سميث,Male,2011-02-18,Pakistan,Passport,,,CE3041870,Muslim,Damascus,FRENCH,Grade 10,A,2024-25,739,New Student,Regular Mode,New,2024-09-01,Yes,Talha Smith,Sophia Smith,+966505010747,yusuf.smith739@parent.com,"157 Al-Nuzha Street, Jeddah"
,Wafa Al-Saud,وفاء آل سعود,Female,2010-12-28,Saudi Arabia,National ID,1781453936,,,Muslim,Mecca,FRENCH,Grade 11,A,2024-25,740,Transfer,Regular Mode,Transfer,2024-09-01,Yes,Hamad Al-Saud,Dana Al-Saud,+966553749236,wafa.alsaud740@parent.com,"183 Al-Nuzha Street, Jeddah"
,Sophia Garcia,سوفيا جارسيا,Female,2009-04-27,Indonesia,Passport,,,AA7207857,Muslim,Jakarta,FRENCH,Grade 12,A,2024-25,741,New Student,Online Mode,New,2023-09-01,Yes,Rohan Garcia,Aisha Garcia,+966582999816,sophia.garcia741@parent.com,"144 Al-Nuzha Street, Jeddah"
,Majed Al-Otaibi,ماجد العتيبي,Male,2020-06-04,Saudi Arabia,National ID,1072375275,,,Muslim,Dammam,FRENCH,KG1,A,2024-25,742,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Waleed Al-Otaibi,Dalal Al-Otaibi,+966583899253,majed.alotaibi742@parent.com,"199 Al-Nuzha Street, Jeddah"
,Nayla Sharma,نايلة شارما,Female,2019-02-04,Jordan,Iqama,,2439835063,,Muslim,Karachi,FRENCH,KG2,A,2024-25,743,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,Junaid Sharma,Zainab Sharma,+966585564374,nayla.sharma743@parent.com,"73 Al-Nuzha Street, Jeddah"
,Norah Al-Tamimi,نورة التميمي,Female,2020-02-14,Saudi Arabia,National ID,1324080731,,,Muslim,Dammam,FRENCH,Grade 1,A,2024-25,744,New Student,Seasonal Mode,New,2023-09-01,Yes,Yousef Al-Tamimi,Renad Al-Tamimi,+966577850955,norah.altamimi744@parent.com,"35 Al-Nuzha Street, Jeddah"
,James Mansoor,جيمس منصور,Male,2019-02-14,Yemen,Iqama,,2757088500,,Muslim,Jakarta,FRENCH,Grade 2,A,2024-25,745,New Student,Regular Mode,New,2022-09-01,Yes,Bilal Mansoor,Olivia Mansoor,+966507903381,james.mansoor745@parent.com,"203 Al-Nuzha Street, Jeddah"
,Zayn Hassan,زين حسن,Male,2018-10-22,Bangladesh,Iqama,,2884511772,,Muslim,Amman,FRENCH,Grade 3,A,2024-25,746,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Daniel Hassan,Mariam Hassan,+966587456190,zayn.hassan746@parent.com,"241 Al-Nuzha Street, Jeddah"
,Hamza Habib,حمزة حبيب,Male,2017-08-15,United Kingdom,Iqama,,2003782558,,Muslim,Amman,FRENCH,Grade 4,A,2024-25,747,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,David Habib,Anika Habib,+966500452067,hamza.habib747@parent.com,"62 Al-Nuzha Street, Jeddah"
,Dalal Al-Tamimi,دلال التميمي,Female,2016-08-06,Saudi Arabia,National ID,1960255068,,,Muslim,Buraidah,FRENCH,Grade 5,A,2024-25,748,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Bandar Al-Tamimi,Aljawhara Al-Tamimi,+966517068111,dalal.altamimi748@parent.com,"60 Al-Nuzha Street, Jeddah"
,Tala Al-Hussein,تالا الحسين,Female,2015-11-04,Saudi Arabia,National ID,1062019204,,,Muslim,Riyadh,FRENCH,Grade 6,A,2024-25,749,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Saif Al-Hussein,Reema Al-Hussein,+966549909737,tala.alhussein749@parent.com,"217 Al-Nuzha Street, Jeddah"
,Maha Al-Rashid,مها الراشد,Female,2014-01-10,Saudi Arabia,National ID,1098157001,,,Non-Muslim,Mecca,FRENCH,Grade 7,A,2024-25,750,New Student,Seasonal Mode,New,2023-09-01,Yes,Anas Al-Rashid,Norah Al-Rashid,+966567926369,maha.alrashid750@parent.com,"168 Al-Nuzha Street, Jeddah"
,Nayla Wang,نايلة وانج,Female,2013-02-07,Syria,Iqama,,2638872697,,Muslim,Amman,FRENCH,Grade 8,A,2024-25,751,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Zain Wang,Nour Wang,+966509219552,nayla.wang751@parent.com,"41 Al-Nuzha Street, Jeddah"
,Sadia Brown,صادية براون,Female,2012-01-14,United Kingdom,Iqama,,2681916594,,Muslim,Mumbai,FRENCH,Grade 9,A,2024-25,752,New Student,Regular Mode,New,2023-09-01,Yes,Ismail Brown,Nayla Brown,+966508208117,sadia.brown752@parent.com,"212 Al-Nuzha Street, Jeddah"
,Mehek Ahmed,مهك أحمد,Female,2011-05-28,Pakistan,Passport,,,AK7668950,Muslim,Jakarta,FRENCH,Grade 10,A,2024-25,753,New Student,Regular Mode,New,2023-09-01,Yes,Yusuf Ahmed,Aliya Ahmed,+966508302205,mehek.ahmed753@parent.com,"144 Al-Nuzha Street, Jeddah"
,Michael Patel,مايكل باتل,Male,2010-05-01,Indonesia,Iqama,,2699708327,,Muslim,Sanaa,FRENCH,Grade 11,A,2024-25,754,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Bilal Patel,Sophia Patel,+966534089699,michael.patel754@parent.com,"172 Al-Nuzha Street, Jeddah"
,Vihaan Chen,فيهان تشين,Male,2009-08-11,Bangladesh,Iqama,,2809389491,,Muslim,London,FRENCH,Grade 12,A,2024-25,755,Transfer,Regular Mode,Transfer,2022-09-01,Yes,Tariq Chen,Riya Chen,+966565280445,vihaan.chen755@parent.com,"207 Al-Nuzha Street, Jeddah"
,Hassan Al-Hussein,حسن الحسين,Male,2020-07-17,Saudi Arabia,National ID,1392882964,,,Muslim,Riyadh,FRENCH,KG1,A,2024-25,756,New Student,Online Mode,New,2025-09-01,Yes,Yousef Al-Hussein,Norah Al-Hussein,+966533038316,hassan.alhussein756@parent.com,"273 Al-Nuzha Street, Jeddah"
,Daniel Smith,دانيال سميث,Male,2019-11-06,Pakistan,Iqama,,2495436214,,Muslim,Damascus,FRENCH,KG2,A,2024-25,757,New Student,Regular Mode,New,2023-09-01,Yes,Daniel Smith,Anvi Smith,+966543504359,daniel.smith757@parent.com,"135 Al-Nuzha Street, Jeddah"
,Daniel Kim,دانيال كيم,Male,2020-09-18,India,Passport,,,GF8244369,Non-Muslim,London,FRENCH,Grade 1,A,2024-25,758,Transfer,Seasonal Mode,Transfer,2023-09-01,Yes,Junaid Kim,Sadia Kim,+966522955212,daniel.kim758@parent.com,"212 Al-Nuzha Street, Jeddah"
,Sultan Al-Zahrani,سلطان الزهراني,Male,2019-05-22,Saudi Arabia,National ID,1336608971,,,Muslim,Buraidah,FRENCH,Grade 2,A,2024-25,759,Transfer,Online Mode,Transfer,2024-09-01,Yes,Mohammed Al-Zahrani,Hanan Al-Zahrani,+966537386557,sultan.alzahrani759@parent.com,"101 Al-Nuzha Street, Jeddah"
,Zainab Chen,زينب تشين,Female,2018-03-25,Yemen,Iqama,,2329006254,,Muslim,Cairo,FRENCH,Grade 3,A,2024-25,760,Transfer,Regular Mode,Transfer,2024-09-01,Yes,Zain Chen,Emma Chen,+966578763541,zainab.chen760@parent.com,"171 Al-Nuzha Street, Jeddah"
,Nayla Kim,نايلة كيم,Female,2017-06-23,United States,Iqama,,2736772459,,Muslim,Manila,FRENCH,Grade 4,A,2024-25,761,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Ismail Kim,Sofia Kim,+966525224268,nayla.kim761@parent.com,"285 Al-Nuzha Street, Jeddah"
,Dana Al-Rashid,دانا الراشد,Female,2016-08-01,Saudi Arabia,National ID,1467068576,,,Muslim,Tabuk,FRENCH,Grade 5,A,2024-25,762,New Student,Regular Mode,New,2023-09-01,Yes,Saud Al-Rashid,Asma Al-Rashid,+966578840942,dana.alrashid762@parent.com,"247 Al-Nuzha Street, Jeddah"
,Ammar Al-Sudais,عمار السديس,Male,2015-09-23,Saudi Arabia,National ID,1240722661,,,Muslim,Buraidah,FRENCH,Grade 6,A,2024-25,763,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Salman Al-Sudais,Sara Al-Sudais,+966514557571,ammar.alsudais763@parent.com,"2 Al-Nuzha Street, Jeddah"
,Mustafa Garcia,مصطفى جارسيا,Male,2014-05-14,Syria,Iqama,,2303303007,,Muslim,Cairo,FRENCH,Grade 7,A,2024-25,764,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Vihaan Garcia,Mariam Garcia,+966512914730,mustafa.garcia764@parent.com,"32 Al-Nuzha Street, Jeddah"
,Raed Al-Tamimi,رائد التميمي,Male,2013-06-02,Saudi Arabia,National ID,1172799878,,,Non-Muslim,Khobar,FRENCH,Grade 8,A,2024-25,765,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Saud Al-Tamimi,Jana Al-Tamimi,+966555110429,raed.altamimi765@parent.com,"150 Al-Nuzha Street, Jeddah"
,Saanvi Malik,سانفي مالك,Female,2012-07-14,Pakistan,Passport,,,DM9478050,Muslim,Sanaa,FRENCH,Grade 9,A,2024-25,766,New Student,Online Mode,New,2025-09-01,Yes,John Malik,Layla Malik,+966537167498,saanvi.malik766@parent.com,"212 Al-Nuzha Street, Jeddah"
,Wafa Al-Dosari,وفاء الدوسري,Female,2011-03-25,Saudi Arabia,National ID,1758934486,,,Muslim,Dammam,FRENCH,Grade 10,A,2024-25,767,Transfer,Online Mode,Transfer,2024-09-01,Yes,Yousef Al-Dosari,Joud Al-Dosari,+966562739880,wafa.aldosari767@parent.com,"295 Al-Nuzha Street, Jeddah"
,Adam Mansoor,آدم منصور,Male,2010-01-06,Jordan,Passport,,,DK4971651,Muslim,Amman,FRENCH,Grade 11,A,2024-25,768,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Ahmed Mansoor,Sofia Mansoor,+966591806325,adam.mansoor768@parent.com,"81 Al-Nuzha Street, Jeddah"
,Bilal Wang,بلال وانج,Male,2009-11-26,Philippines,Iqama,,2904164839,,Muslim,New York,FRENCH,Grade 12,A,2024-25,769,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Mustafa Wang,Nour Wang,+966559794073,bilal.wang769@parent.com,"232 Al-Nuzha Street, Jeddah"
,Saanvi Chen,سانفي تشين,Female,2020-12-01,Jordan,Passport,,,DK5201458,Muslim,Jakarta,FRENCH,KG1,A,2024-25,770,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Hamza Chen,Riya Chen,+966509063544,saanvi.chen770@parent.com,"87 Al-Nuzha Street, Jeddah"
,Zayn Hassan,زين حسن,Male,2019-08-01,Sudan,Iqama,,2391232249,,Muslim,Sanaa,FRENCH,KG2,A,2024-25,771,Transfer,Seasonal Mode,Transfer,2023-09-01,Yes,James Hassan,Zoe Hassan,+966591770203,zayn.hassan771@parent.com,"145 Al-Nuzha Street, Jeddah"
,David Habib,ديفيد حبيب,Male,2020-06-02,Sudan,Iqama,,2506884458,,Muslim,Jakarta,FRENCH,Grade 1,A,2024-25,772,New Student,Seasonal Mode,New,2024-09-01,Yes,Faris Habib,Sophia Habib,+966556967208,david.habib772@parent.com,"117 Al-Nuzha Street, Jeddah"
,Wafa Al-Sabah,وفاء الصباح,Female,2019-02-11,Saudi Arabia,National ID,1888139522,,,Muslim,Jeddah,FRENCH,Grade 2,A,2024-25,773,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Sultan Al-Sabah,Latifa Al-Sabah,+966589558222,wafa.alsabah773@parent.com,"79 Al-Nuzha Street, Jeddah"
,Olivia Reddy,أوليفيا ريدي,Female,2018-12-11,Yemen,Iqama,,2391167158,,Muslim,Karachi,FRENCH,Grade 3,A,2024-25,774,New Student,Regular Mode,New,2023-09-01,Yes,Adam Reddy,Emma Reddy,+966568895819,olivia.reddy774@parent.com,"4 Al-Nuzha Street, Jeddah"
,Vihaan Ibrahim,فيهان إبراهيم,Male,2017-04-02,Pakistan,Iqama,,2604730359,,Muslim,Dhaka,FRENCH,Grade 4,A,2024-25,775,New Student,Seasonal Mode,New,2023-09-01,Yes,Hamza Ibrahim,Sofia Ibrahim,+966575363942,vihaan.ibrahim775@parent.com,"290 Al-Nuzha Street, Jeddah"
,Lujain Al-Sabah,لجين الصباح,Female,2016-09-11,Saudi Arabia,National ID,1736519514,,,Muslim,Mecca,FRENCH,Grade 5,A,2024-25,776,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Naif Al-Sabah,Reema Al-Sabah,+966581491892,lujain.alsabah776@parent.com,"165 Al-Nuzha Street, Jeddah"
,Bader Al-Otaibi,بدر العتيبي,Male,2015-02-28,Saudi Arabia,National ID,1916537622,,,Muslim,Buraidah,FRENCH,Grade 6,A,2024-25,777,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Raed Al-Otaibi,Mariam Al-Otaibi,+966519903659,bader.alotaibi777@parent.com,"181 Al-Nuzha Street, Jeddah"
,Saanvi Malik,سانفي مالك,Female,2014-04-21,India,Passport,,,BM5676038,Muslim,Karachi,FRENCH,Grade 7,A,2024-25,778,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Yusuf Malik,Emma Malik,+966558631682,saanvi.malik778@parent.com,"224 Al-Nuzha Street, Jeddah"
,Bader Al-Rashid,بدر الراشد,Male,2013-04-28,Saudi Arabia,National ID,1099488842,,,Muslim,Dammam,FRENCH,Grade 8,A,2024-25,779,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Hassan Al-Rashid,Amal Al-Rashid,+966514864734,bader.alrashid779@parent.com,"183 Al-Nuzha Street, Jeddah"
,Shaden Al-Sudais,شادن السديس,Female,2012-02-07,Saudi Arabia,National ID,1465249237,,,Muslim,Dammam,FRENCH,Grade 9,A,2024-25,780,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Majed Al-Sudais,Jana Al-Sudais,+966515724808,shaden.alsudais780@parent.com,"246 Al-Nuzha Street, Jeddah"
,Ghada Al-Maliki,غادة المالكي,Female,2011-09-07,Saudi Arabia,National ID,1602131081,,,Muslim,Riyadh,FRENCH,Grade 10,A,2024-25,781,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Ziyad Al-Maliki,Latifa Al-Maliki,+966595643850,ghada.almaliki781@parent.com,"50 Al-Nuzha Street, Jeddah"
,Lujain Al-Fayez,لجين الفايز,Female,2010-03-05,Saudi Arabia,National ID,1117328176,,,Muslim,Khobar,FRENCH,Grade 11,A,2024-25,782,New Student,Online Mode,New,2025-09-01,Yes,Naif Al-Fayez,Hanan Al-Fayez,+966532726249,lujain.alfayez782@parent.com,"231 Al-Nuzha Street, Jeddah"
,Saanvi Wang,سانفي وانج,Female,2009-11-13,Philippines,Passport,,,BJ0198621,Muslim,Damascus,FRENCH,Grade 12,A,2024-25,783,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,John Wang,Hira Wang,+966564161965,saanvi.wang783@parent.com,"196 Al-Nuzha Street, Jeddah"
,Hamad Al-Qahtani,حمد القحطاني,Male,2020-06-20,Saudi Arabia,National ID,1569721242,,,Non-Muslim,Jeddah,FRENCH,KG1,A,2024-25,784,New Student,Online Mode,New,2025-09-01,Yes,Abdullah Al-Qahtani,Reem Al-Qahtani,+966552011080,hamad.alqahtani784@parent.com,"299 Al-Nuzha Street, Jeddah"
,Ghada Al-Harbi,غادة الحربي,Female,2019-11-07,Saudi Arabia,National ID,1406998174,,,Muslim,Madinah,FRENCH,KG2,A,2024-25,785,Transfer,Seasonal Mode,Transfer,2022-09-01,Yes,Naif Al-Harbi,Aisha Al-Harbi,+966552247041,ghada.alharbi785@parent.com,"192 Al-Nuzha Street, Jeddah"
,Waleed Al-Hashemi,وليد الهاشمي,Male,2020-03-06,Saudi Arabia,National ID,1985209869,,,Muslim,Mecca,FRENCH,Grade 1,A,2024-25,786,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Ammar Al-Hashemi,Lama Al-Hashemi,+966529227376,waleed.alhashemi786@parent.com,"128 Al-Nuzha Street, Jeddah"
,Joud Al-Sabah,جود الصباح,Female,2019-07-28,Saudi Arabia,National ID,1746049155,,,Muslim,Dammam,FRENCH,Grade 2,A,2024-25,787,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Nawaf Al-Sabah,Layla Al-Sabah,+966587527499,joud.alsabah787@parent.com,"38 Al-Nuzha Street, Jeddah"
,Diya Singh,ديا سينغ,Female,2018-07-10,Egypt,Passport,,,BG2753129,Non-Muslim,Karachi,FRENCH,Grade 3,A,2024-25,788,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Zain Singh,Aliya Singh,+966569388457,diya.singh788@parent.com,"163 Al-Nuzha Street, Jeddah"
,Hira Patel,هيرا باتل,Female,2017-12-19,Sudan,Passport,,,GJ5628395,Muslim,Sanaa,FRENCH,Grade 4,A,2024-25,789,New Student,Online Mode,New,2025-09-01,Yes,Zayn Patel,Sophia Patel,+966512042643,hira.patel789@parent.com,"137 Al-Nuzha Street, Jeddah"
,Shaden Al-Qahtani,شادن القحطاني,Female,2016-02-16,Saudi Arabia,National ID,1066533059,,,Muslim,Madinah,FRENCH,Grade 5,A,2024-25,790,Transfer,Online Mode,Transfer,2024-09-01,Yes,Ali Al-Qahtani,Fatima Al-Qahtani,+966524324112,shaden.alqahtani790@parent.com,"90 Al-Nuzha Street, Jeddah"
,Norah Al-Saud,نورة آل سعود,Female,2015-10-20,Saudi Arabia,National ID,1647726973,,,Muslim,Riyadh,FRENCH,Grade 6,A,2024-25,791,Transfer,Regular Mode,Transfer,2025-09-01,Yes,Mohammed Al-Saud,Sara Al-Saud,+966594687296,norah.alsaud791@parent.com,"200 Al-Nuzha Street, Jeddah"
,Khalid Al-Harbi,خالد الحربي,Male,2014-10-12,Saudi Arabia,National ID,1011054253,,,Non-Muslim,Mecca,FRENCH,Grade 7,A,2024-25,792,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Naif Al-Harbi,Wafa Al-Harbi,+966569195553,khalid.alharbi792@parent.com,"23 Al-Nuzha Street, Jeddah"
,Dalal Al-Shehri,دلال الشهري,Female,2013-02-11,Saudi Arabia,National ID,1855163366,,,Muslim,Dammam,FRENCH,Grade 8,A,2024-25,793,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Ali Al-Shehri,Sara Al-Shehri,+966598300229,dalal.alshehri793@parent.com,"166 Al-Nuzha Street, Jeddah"
,Zayn Habib,زين حبيب,Male,2012-05-16,Philippines,Passport,,,KG5220573,Muslim,Manila,FRENCH,Grade 9,A,2024-25,794,New Student,Online Mode,New,2023-09-01,Yes,Vihaan Habib,Emma Habib,+966536500150,zayn.habib794@parent.com,"96 Al-Nuzha Street, Jeddah"
,Hassan Al-Qahtani,حسن القحطاني,Male,2011-06-04,Saudi Arabia,National ID,1276894467,,,Muslim,Mecca,FRENCH,Grade 10,A,2024-25,795,New Student,Seasonal Mode,New,2024-09-01,Yes,Ammar Al-Qahtani,Asma Al-Qahtani,+966582357470,hassan.alqahtani795@parent.com,"210 Al-Nuzha Street, Jeddah"
,Aliya Saleh,عالية صالح,Female,2010-06-08,India,Iqama,,2076643511,,Muslim,Mumbai,FRENCH,Grade 11,A,2024-25,796,New Student,Online Mode,New,2025-09-01,Yes,Ismail Saleh,Zoe Saleh,+966550034187,aliya.saleh796@parent.com,"155 Al-Nuzha Street, Jeddah"
,Aisha Al-Qahtani,عائشة القحطاني,Female,2009-01-13,Saudi Arabia,National ID,1441329893,,,Non-Muslim,Dammam,FRENCH,Grade 12,A,2024-25,797,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Ziyad Al-Qahtani,Wafa Al-Qahtani,+966537117080,aisha.alqahtani797@parent.com,"49 Al-Nuzha Street, Jeddah"
,Bader Al-Saud,بدر آل سعود,Male,2020-03-06,Saudi Arabia,National ID,1278938901,,,Non-Muslim,Mecca,FRENCH,KG1,A,2024-25,798,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Khalid Al-Saud,Amal Al-Saud,+966530112374,bader.alsaud798@parent.com,"92 Al-Nuzha Street, Jeddah"
,Wafa Al-Otaibi,وفاء العتيبي,Female,2019-07-21,Saudi Arabia,National ID,1082356604,,,Muslim,Tabuk,FRENCH,KG2,A,2024-25,799,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Abdullah Al-Otaibi,Jana Al-Otaibi,+966528558894,wafa.alotaibi799@parent.com,"35 Al-Nuzha Street, Jeddah"
,Lujain Al-Fayez,لجين الفايز,Female,2020-04-12,Saudi Arabia,National ID,1208805038,,,Muslim,Buraidah,FRENCH,Grade 1,A,2024-25,800,Transfer,Regular Mode,Transfer,2023-09-01,Yes,Hassan Al-Fayez,Amal Al-Fayez,+966549157336,lujain.alfayez800@parent.com,"50 Al-Nuzha Street, Jeddah"
,Yazeed Al-Hussein,يزيد الحسين,Male,2019-12-14,Saudi Arabia,National ID,1773926830,,,Muslim,Mecca,FRENCH,Grade 2,A,2024-25,801,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Waleed Al-Hussein,Dana Al-Hussein,+966529659542,yazeed.alhussein801@parent.com,"61 Al-Nuzha Street, Jeddah"
,Salman Al-Harbi,سلمان الحربي,Male,2018-09-26,Saudi Arabia,National ID,1793531493,,,Muslim,Madinah,FRENCH,Grade 3,A,2024-25,802,New Student,Seasonal Mode,New,2025-09-01,Yes,Yousef Al-Harbi,Tala Al-Harbi,+966530838420,salman.alharbi802@parent.com,"234 Al-Nuzha Street, Jeddah"
,Bader Al-Anazi,بدر العنزي,Male,2017-03-26,Saudi Arabia,National ID,1859164457,,,Non-Muslim,Dammam,FRENCH,Grade 4,A,2024-25,803,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Hassan Al-Anazi,Lujain Al-Anazi,+966515936912,bader.alanazi803@parent.com,"72 Al-Nuzha Street, Jeddah"
,Waleed Al-Rashid,وليد الراشد,Male,2016-05-12,Saudi Arabia,National ID,1312717876,,,Non-Muslim,Madinah,FRENCH,Grade 5,A,2024-25,804,New Student,Regular Mode,New,2024-09-01,Yes,Mohammed Al-Rashid,Wafa Al-Rashid,+966516759727,waleed.alrashid804@parent.com,"206 Al-Nuzha Street, Jeddah"
,Mariam Al-Hussein,مريم الحسين,Female,2015-01-08,Saudi Arabia,National ID,1654237249,,,Muslim,Jeddah,FRENCH,Grade 6,A,2024-25,805,Transfer,Online Mode,Transfer,2024-09-01,Yes,Khalid Al-Hussein,Layla Al-Hussein,+966579789030,mariam.alhussein805@parent.com,"99 Al-Nuzha Street, Jeddah"
,Anaya Siddiqui,أنايا صديقي,Female,2014-01-12,United Kingdom,Passport,,,LB0273351,Muslim,Dhaka,FRENCH,Grade 7,A,2024-25,806,Transfer,Online Mode,Transfer,2024-09-01,Yes,Zayn Siddiqui,Zainab Siddiqui,+966596493948,anaya.siddiqui806@parent.com,"97 Al-Nuzha Street, Jeddah"
,Hamza Mansoor,حمزة منصور,Male,2013-11-16,Philippines,Iqama,,2166554313,,Muslim,Khartoum,FRENCH,Grade 8,A,2024-25,807,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Hassan Mansoor,Sofia Mansoor,+966541474744,hamza.mansoor807@parent.com,"50 Al-Nuzha Street, Jeddah"
,Majed Al-Ghamdi,ماجد الغامدي,Male,2012-10-25,Saudi Arabia,National ID,1842823318,,,Non-Muslim,Dammam,FRENCH,Grade 9,A,2024-25,808,New Student,Seasonal Mode,New,2023-09-01,Yes,Adel Al-Ghamdi,Salma Al-Ghamdi,+966529239631,majed.alghamdi808@parent.com,"48 Al-Nuzha Street, Jeddah"
,Mariam Al-Qahtani,مريم القحطاني,Female,2011-04-14,Saudi Arabia,National ID,1351916923,,,Non-Muslim,Tabuk,FRENCH,Grade 10,A,2024-25,809,New Student,Regular Mode,New,2025-09-01,Yes,Bader Al-Qahtani,Sara Al-Qahtani,+966535316595,mariam.alqahtani809@parent.com,"168 Al-Nuzha Street, Jeddah"
,Zayn Patel,زين باتل,Male,2010-04-05,Syria,Iqama,,2898885018,,Muslim,Dhaka,FRENCH,Grade 11,A,2024-25,810,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Kabir Patel,Anaya Patel,+966574847161,zayn.patel810@parent.com,"91 Al-Nuzha Street, Jeddah"
,Wafa Al-Sudais,وفاء السديس,Female,2009-12-27,Saudi Arabia,National ID,1131765164,,,Muslim,Abha,FRENCH,Grade 12,A,2024-25,811,New Student,Online Mode,New,2025-09-01,Yes,Raed Al-Sudais,Salma Al-Sudais,+966568408037,wafa.alsudais811@parent.com,"112 Al-Nuzha Street, Jeddah"
,John Sheikh,جون شيخ,Male,2020-08-26,United Kingdom,Iqama,,2850775227,,Muslim,Mumbai,FRENCH,KG1,A,2024-25,812,New Student,Regular Mode,New,2025-09-01,Yes,Rohan Sheikh,Sadia Sheikh,+966528271999,john.sheikh812@parent.com,"259 Al-Nuzha Street, Jeddah"
,Hassan Smith,حسن سميث,Male,2019-11-05,Syria,Iqama,,2722794378,,Muslim,Amman,FRENCH,KG2,A,2024-25,813,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Kabir Smith,Emma Smith,+966548478109,hassan.smith813@parent.com,"28 Al-Nuzha Street, Jeddah"
,Hassan Brown,حسن براون,Male,2020-04-14,United States,Iqama,,2366142317,,Muslim,Dhaka,FRENCH,Grade 1,A,2024-25,814,New Student,Seasonal Mode,New,2025-09-01,Yes,James Brown,Hira Brown,+966536688878,hassan.brown814@parent.com,"155 Al-Nuzha Street, Jeddah"
